Serial_number:,1072226,,,,,,,,,,
Project ID:,NCOS Hydrology Monitoring,,,,,,,,,,
Location:,Groundwater Well 12,,,,,,,,,,
LEVEL UNIT: ,ft,,,,,,,,,,
Offset: ,0.000000 ft,,,,,,,,,,
Altitude: ,0.000000 ft,,,,,,,,,,
Density: ,1.000000 kg/L,,,,,,,,,,
TEMPERATURE UNIT: ,Deg C,,,,,,,,,,
CONDUCTIVITY UNIT:,µS/cm,,,,,,,,,,
,,,,,,,,,,,
Date,Time,Date + Time,NOAA Precip (inch),LEVEL (ft.),WSE (ft. NAVD88),Depth from Surface (ft),TEMPERATURE (C),CONDUCTIVITY (uS/cm),CONDUCTIVITY (mS/cm),CONDUCTIVITY (S/m),NOTES
9/9/2020,13:15,9/9/2020 13:15,,0.705,6.605,2.995,21.8,1372,1.372,0.1372,
9/9/2020,13:30,9/9/2020 13:30,,0.7,6.6,3,21.8,1373,1.373,0.1373,
9/9/2020,13:45,9/9/2020 13:45,,0.7,6.6,3,21.8,1373,1.373,0.1373,
9/9/2020,14:00,9/9/2020 14:00,,0.692,6.592,3.008,21.8,1373,1.373,0.1373,
9/9/2020,14:15,9/9/2020 14:15,,0.701,6.601,2.999,21.8,1373,1.373,0.1373,
9/9/2020,14:30,9/9/2020 14:30,,0.697,6.597,3.003,21.8,1373,1.373,0.1373,
9/9/2020,14:45,9/9/2020 14:45,,0.688,6.588,3.012,21.8,1373,1.373,0.1373,
9/9/2020,15:00,9/9/2020 15:00,,0.689,6.589,3.011,21.8,1374,1.374,0.1374,
9/9/2020,15:15,9/9/2020 15:15,,0.684,6.584,3.016,21.8,1374,1.374,0.1374,
9/9/2020,15:30,9/9/2020 15:30,,0.687,6.587,3.013,21.8,1373,1.373,0.1373,
9/9/2020,15:45,9/9/2020 15:45,,0.682,6.582,3.018,21.8,1373,1.373,0.1373,
9/9/2020,16:00,9/9/2020 16:00,,0.683,6.583,3.017,21.8,1373,1.373,0.1373,
9/9/2020,16:15,9/9/2020 16:15,,0.681,6.581,3.019,21.8,1373,1.373,0.1373,
9/9/2020,16:30,9/9/2020 16:30,,0.688,6.588,3.012,21.8,1373,1.373,0.1373,
9/9/2020,16:45,9/9/2020 16:45,,0.687,6.587,3.013,21.8,1373,1.373,0.1373,
9/9/2020,17:00,9/9/2020 17:00,,0.668,6.568,3.032,21.8,1373,1.373,0.1373,
9/9/2020,17:15,9/9/2020 17:15,,0.674,6.574,3.026,21.8,1373,1.373,0.1373,
9/9/2020,17:30,9/9/2020 17:30,,0.675,6.575,3.025,21.8,1373,1.373,0.1373,
9/9/2020,17:45,9/9/2020 17:45,,0.663,6.563,3.037,21.8,1373,1.373,0.1373,
9/9/2020,18:00,9/9/2020 18:00,,0.675,6.575,3.025,21.8,1373,1.373,0.1373,
9/9/2020,18:15,9/9/2020 18:15,,0.669,6.569,3.031,21.8,1373,1.373,0.1373,
9/9/2020,18:30,9/9/2020 18:30,,0.659,6.559,3.041,21.8,1373,1.373,0.1373,
9/9/2020,18:45,9/9/2020 18:45,,0.669,6.569,3.031,21.8,1373,1.373,0.1373,
9/9/2020,19:00,9/9/2020 19:00,,0.671,6.571,3.029,21.8,1373,1.373,0.1373,
9/9/2020,19:15,9/9/2020 19:15,,0.663,6.563,3.037,21.8,1373,1.373,0.1373,
9/9/2020,19:30,9/9/2020 19:30,,0.665,6.565,3.035,21.8,1373,1.373,0.1373,
9/9/2020,19:45,9/9/2020 19:45,,0.669,6.569,3.031,21.8,1373,1.373,0.1373,
9/9/2020,20:00,9/9/2020 20:00,,0.647,6.547,3.053,21.8,1373,1.373,0.1373,
9/9/2020,20:15,9/9/2020 20:15,,0.655,6.555,3.045,21.8,1372,1.372,0.1372,
9/9/2020,20:30,9/9/2020 20:30,,0.661,6.561,3.039,21.8,1372,1.372,0.1372,
9/9/2020,20:45,9/9/2020 20:45,,0.658,6.558,3.042,21.8,1372,1.372,0.1372,
9/9/2020,21:00,9/9/2020 21:00,,0.658,6.558,3.042,21.8,1372,1.372,0.1372,
9/9/2020,21:15,9/9/2020 21:15,,0.649,6.549,3.051,21.8,1372,1.372,0.1372,
9/9/2020,21:30,9/9/2020 21:30,,0.662,6.562,3.038,21.8,1372,1.372,0.1372,
9/9/2020,21:45,9/9/2020 21:45,,0.661,6.561,3.039,21.8,1372,1.372,0.1372,
9/9/2020,22:00,9/9/2020 22:00,,0.659,6.559,3.041,21.8,1372,1.372,0.1372,
9/9/2020,22:15,9/9/2020 22:15,,0.657,6.557,3.043,21.8,1372,1.372,0.1372,
9/9/2020,22:30,9/9/2020 22:30,,0.663,6.563,3.037,21.8,1372,1.372,0.1372,
9/9/2020,22:45,9/9/2020 22:45,,0.663,6.563,3.037,21.8,1372,1.372,0.1372,
9/9/2020,23:00,9/9/2020 23:00,,0.666,6.566,3.034,21.8,1371,1.371,0.1371,
9/9/2020,23:15,9/9/2020 23:15,,0.674,6.574,3.026,21.8,1371,1.371,0.1371,
9/9/2020,23:30,9/9/2020 23:30,,0.669,6.569,3.031,21.8,1371,1.371,0.1371,
9/9/2020,23:45,9/9/2020 23:45,,0.662,6.562,3.038,21.8,1371,1.371,0.1371,
9/10/2020,0:00,9/10/2020 0:00,,0.664,6.564,3.036,21.8,1371,1.371,0.1371,
9/10/2020,0:15,9/10/2020 0:15,,0.662,6.562,3.038,21.8,1371,1.371,0.1371,
9/10/2020,0:30,9/10/2020 0:30,,0.673,6.573,3.027,21.8,1371,1.371,0.1371,
9/10/2020,0:45,9/10/2020 0:45,,0.677,6.577,3.023,21.8,1370,1.37,0.137,
9/10/2020,1:00,9/10/2020 1:00,,0.665,6.565,3.035,21.8,1370,1.37,0.137,
9/10/2020,1:15,9/10/2020 1:15,,0.674,6.574,3.026,21.8,1370,1.37,0.137,
9/10/2020,1:30,9/10/2020 1:30,,0.673,6.573,3.027,21.8,1371,1.371,0.1371,
9/10/2020,1:45,9/10/2020 1:45,,0.669,6.569,3.031,21.8,1371,1.371,0.1371,
9/10/2020,2:00,9/10/2020 2:00,,0.672,6.572,3.028,21.8,1370,1.37,0.137,
9/10/2020,2:15,9/10/2020 2:15,,0.674,6.574,3.026,21.8,1370,1.37,0.137,
9/10/2020,2:30,9/10/2020 2:30,,0.673,6.573,3.027,21.8,1370,1.37,0.137,
9/10/2020,2:45,9/10/2020 2:45,,0.674,6.574,3.026,21.8,1370,1.37,0.137,
9/10/2020,3:00,9/10/2020 3:00,,0.673,6.573,3.027,21.8,1371,1.371,0.1371,
9/10/2020,3:15,9/10/2020 3:15,,0.682,6.582,3.018,21.8,1371,1.371,0.1371,
9/10/2020,3:30,9/10/2020 3:30,,0.681,6.581,3.019,21.8,1371,1.371,0.1371,
9/10/2020,3:45,9/10/2020 3:45,,0.682,6.582,3.018,21.8,1371,1.371,0.1371,
9/10/2020,4:00,9/10/2020 4:00,,0.679,6.579,3.021,21.8,1371,1.371,0.1371,
9/10/2020,4:15,9/10/2020 4:15,,0.684,6.584,3.016,21.8,1371,1.371,0.1371,
9/10/2020,4:30,9/10/2020 4:30,,0.688,6.588,3.012,21.8,1371,1.371,0.1371,
9/10/2020,4:45,9/10/2020 4:45,,0.689,6.589,3.011,21.8,1371,1.371,0.1371,
9/10/2020,5:00,9/10/2020 5:00,,0.689,6.589,3.011,21.8,1371,1.371,0.1371,
9/10/2020,5:15,9/10/2020 5:15,,0.688,6.588,3.012,21.8,1371,1.371,0.1371,
9/10/2020,5:30,9/10/2020 5:30,,0.688,6.588,3.012,21.8,1371,1.371,0.1371,
9/10/2020,5:45,9/10/2020 5:45,,0.693,6.593,3.007,21.8,1371,1.371,0.1371,
9/10/2020,6:00,9/10/2020 6:00,,0.705,6.605,2.995,21.8,1371,1.371,0.1371,
9/10/2020,6:15,9/10/2020 6:15,,0.699,6.599,3.001,21.8,1371,1.371,0.1371,
9/10/2020,6:30,9/10/2020 6:30,,0.7,6.6,3,21.8,1371,1.371,0.1371,
9/10/2020,6:45,9/10/2020 6:45,,0.691,6.591,3.009,21.8,1371,1.371,0.1371,
9/10/2020,7:00,9/10/2020 7:00,,0.699,6.599,3.001,21.8,1372,1.372,0.1372,
9/10/2020,7:15,9/10/2020 7:15,,0.692,6.592,3.008,21.8,1371,1.371,0.1371,
9/10/2020,7:30,9/10/2020 7:30,,0.69,6.59,3.01,21.8,1371,1.371,0.1371,
9/10/2020,7:45,9/10/2020 7:45,,0.699,6.599,3.001,21.8,1371,1.371,0.1371,
9/10/2020,8:00,9/10/2020 8:00,,0.692,6.592,3.008,21.8,1371,1.371,0.1371,
9/10/2020,8:15,9/10/2020 8:15,,0.693,6.593,3.007,21.8,1371,1.371,0.1371,
9/10/2020,8:30,9/10/2020 8:30,,0.696,6.596,3.004,21.8,1371,1.371,0.1371,
9/10/2020,8:45,9/10/2020 8:45,,0.696,6.596,3.004,21.8,1371,1.371,0.1371,
9/10/2020,9:00,9/10/2020 9:00,,0.708,6.608,2.992,21.8,1372,1.372,0.1372,
9/10/2020,9:15,9/10/2020 9:15,,0.709,6.609,2.991,21.8,1372,1.372,0.1372,
9/10/2020,9:30,9/10/2020 9:30,,0.708,6.608,2.992,21.8,1372,1.372,0.1372,
9/10/2020,9:45,9/10/2020 9:45,,0.702,6.602,2.998,21.8,1371,1.371,0.1371,
9/10/2020,10:00,9/10/2020 10:00,,0.702,6.602,2.998,21.8,1372,1.372,0.1372,
9/10/2020,10:15,9/10/2020 10:15,,0.714,6.614,2.986,21.8,1372,1.372,0.1372,
9/10/2020,10:30,9/10/2020 10:30,,0.707,6.607,2.993,21.8,1372,1.372,0.1372,
9/10/2020,10:45,9/10/2020 10:45,,0.714,6.614,2.986,21.8,1372,1.372,0.1372,
9/10/2020,11:00,9/10/2020 11:00,,0.716,6.616,2.984,21.8,1372,1.372,0.1372,
9/10/2020,11:15,9/10/2020 11:15,,0.712,6.612,2.988,21.8,1372,1.372,0.1372,
9/10/2020,11:30,9/10/2020 11:30,,0.721,6.621,2.979,21.8,1372,1.372,0.1372,
9/10/2020,11:45,9/10/2020 11:45,,0.713,6.613,2.987,21.8,1372,1.372,0.1372,
9/10/2020,12:00,9/10/2020 12:00,,0.725,6.625,2.975,21.8,1372,1.372,0.1372,
9/10/2020,12:15,9/10/2020 12:15,,0.723,6.623,2.977,21.8,1373,1.373,0.1373,
9/10/2020,12:30,9/10/2020 12:30,,0.73,6.63,2.97,21.8,1373,1.373,0.1373,
9/10/2020,12:45,9/10/2020 12:45,,0.724,6.624,2.976,21.8,1373,1.373,0.1373,
9/10/2020,13:00,9/10/2020 13:00,,0.723,6.623,2.977,21.8,1373,1.373,0.1373,
9/10/2020,13:15,9/10/2020 13:15,,0.727,6.627,2.973,21.8,1373,1.373,0.1373,
9/10/2020,13:30,9/10/2020 13:30,,0.728,6.628,2.972,21.8,1374,1.374,0.1374,
9/10/2020,13:45,9/10/2020 13:45,,0.722,6.622,2.978,21.8,1374,1.374,0.1374,
9/10/2020,14:00,9/10/2020 14:00,,0.722,6.622,2.978,21.8,1374,1.374,0.1374,
9/10/2020,14:15,9/10/2020 14:15,,0.723,6.623,2.977,21.8,1374,1.374,0.1374,
9/10/2020,14:30,9/10/2020 14:30,,0.719,6.619,2.981,21.8,1374,1.374,0.1374,
9/10/2020,14:45,9/10/2020 14:45,,0.728,6.628,2.972,21.8,1374,1.374,0.1374,
9/10/2020,15:00,9/10/2020 15:00,,0.717,6.617,2.983,21.8,1374,1.374,0.1374,
9/10/2020,15:15,9/10/2020 15:15,,0.729,6.629,2.971,21.8,1375,1.375,0.1375,
9/10/2020,15:30,9/10/2020 15:30,,0.721,6.621,2.979,21.8,1375,1.375,0.1375,
9/10/2020,15:45,9/10/2020 15:45,,0.724,6.624,2.976,21.8,1375,1.375,0.1375,
9/10/2020,16:00,9/10/2020 16:00,,0.719,6.619,2.981,21.8,1375,1.375,0.1375,
9/10/2020,16:15,9/10/2020 16:15,,0.722,6.622,2.978,21.8,1375,1.375,0.1375,
9/10/2020,16:30,9/10/2020 16:30,,0.732,6.632,2.968,21.8,1375,1.375,0.1375,
9/10/2020,16:45,9/10/2020 16:45,,0.722,6.622,2.978,21.8,1375,1.375,0.1375,
9/10/2020,17:00,9/10/2020 17:00,,0.734,6.634,2.966,21.8,1375,1.375,0.1375,
9/10/2020,17:15,9/10/2020 17:15,,0.727,6.627,2.973,21.8,1375,1.375,0.1375,
9/10/2020,17:30,9/10/2020 17:30,,0.723,6.623,2.977,21.8,1375,1.375,0.1375,
9/10/2020,17:45,9/10/2020 17:45,,0.724,6.624,2.976,21.8,1375,1.375,0.1375,
9/10/2020,18:00,9/10/2020 18:00,,0.73,6.63,2.97,21.8,1375,1.375,0.1375,
9/10/2020,18:15,9/10/2020 18:15,,0.723,6.623,2.977,21.8,1374,1.374,0.1374,
9/10/2020,18:30,9/10/2020 18:30,,0.719,6.619,2.981,21.8,1374,1.374,0.1374,
9/10/2020,18:45,9/10/2020 18:45,,0.721,6.621,2.979,21.8,1374,1.374,0.1374,
9/10/2020,19:00,9/10/2020 19:00,,0.726,6.626,2.974,21.8,1374,1.374,0.1374,
9/10/2020,19:15,9/10/2020 19:15,,0.729,6.629,2.971,21.8,1374,1.374,0.1374,
9/10/2020,19:30,9/10/2020 19:30,,0.721,6.621,2.979,21.7,1374,1.374,0.1374,
9/10/2020,19:45,9/10/2020 19:45,,0.72,6.62,2.98,21.7,1374,1.374,0.1374,
9/10/2020,20:00,9/10/2020 20:00,,0.722,6.622,2.978,21.7,1374,1.374,0.1374,
9/10/2020,20:15,9/10/2020 20:15,,0.725,6.625,2.975,21.7,1374,1.374,0.1374,
9/10/2020,20:30,9/10/2020 20:30,,0.72,6.62,2.98,21.7,1374,1.374,0.1374,
9/10/2020,20:45,9/10/2020 20:45,,0.724,6.624,2.976,21.7,1374,1.374,0.1374,
9/10/2020,21:00,9/10/2020 21:00,,0.712,6.612,2.988,21.7,1374,1.374,0.1374,
9/10/2020,21:15,9/10/2020 21:15,,0.717,6.617,2.983,21.7,1374,1.374,0.1374,
9/10/2020,21:30,9/10/2020 21:30,,0.723,6.623,2.977,21.7,1374,1.374,0.1374,
9/10/2020,21:45,9/10/2020 21:45,,0.717,6.617,2.983,21.7,1374,1.374,0.1374,
9/10/2020,22:00,9/10/2020 22:00,,0.712,6.612,2.988,21.7,1374,1.374,0.1374,
9/10/2020,22:15,9/10/2020 22:15,,0.723,6.623,2.977,21.7,1374,1.374,0.1374,
9/10/2020,22:30,9/10/2020 22:30,,0.717,6.617,2.983,21.7,1374,1.374,0.1374,
9/10/2020,22:45,9/10/2020 22:45,,0.726,6.626,2.974,21.7,1374,1.374,0.1374,
9/10/2020,23:00,9/10/2020 23:00,,0.725,6.625,2.975,21.7,1374,1.374,0.1374,
9/10/2020,23:15,9/10/2020 23:15,,0.721,6.621,2.979,21.7,1374,1.374,0.1374,
9/10/2020,23:30,9/10/2020 23:30,,0.726,6.626,2.974,21.7,1374,1.374,0.1374,
9/10/2020,23:45,9/10/2020 23:45,,0.72,6.62,2.98,21.7,1374,1.374,0.1374,
9/11/2020,0:00,9/11/2020 0:00,,0.727,6.627,2.973,21.7,1374,1.374,0.1374,
9/11/2020,0:15,9/11/2020 0:15,,0.729,6.629,2.971,21.7,1374,1.374,0.1374,
9/11/2020,0:30,9/11/2020 0:30,,0.724,6.624,2.976,21.7,1374,1.374,0.1374,
9/11/2020,0:45,9/11/2020 0:45,,0.73,6.63,2.97,21.7,1374,1.374,0.1374,
9/11/2020,1:00,9/11/2020 1:00,,0.729,6.629,2.971,21.7,1374,1.374,0.1374,
9/11/2020,1:15,9/11/2020 1:15,,0.73,6.63,2.97,21.7,1375,1.375,0.1375,
9/11/2020,1:30,9/11/2020 1:30,,0.734,6.634,2.966,21.7,1374,1.374,0.1374,
9/11/2020,1:45,9/11/2020 1:45,,0.734,6.634,2.966,21.7,1374,1.374,0.1374,
9/11/2020,2:00,9/11/2020 2:00,,0.737,6.637,2.963,21.7,1373,1.373,0.1373,
9/11/2020,2:15,9/11/2020 2:15,,0.734,6.634,2.966,21.7,1373,1.373,0.1373,
9/11/2020,2:30,9/11/2020 2:30,,0.739,6.639,2.961,21.7,1374,1.374,0.1374,
9/11/2020,2:45,9/11/2020 2:45,,0.738,6.638,2.962,21.7,1373,1.373,0.1373,
9/11/2020,3:00,9/11/2020 3:00,,0.742,6.642,2.958,21.7,1373,1.373,0.1373,
9/11/2020,3:15,9/11/2020 3:15,,0.75,6.65,2.95,21.7,1373,1.373,0.1373,
9/11/2020,3:30,9/11/2020 3:30,,0.754,6.654,2.946,21.7,1373,1.373,0.1373,
9/11/2020,3:45,9/11/2020 3:45,,0.742,6.642,2.958,21.7,1374,1.374,0.1374,
9/11/2020,4:00,9/11/2020 4:00,,0.743,6.643,2.957,21.7,1374,1.374,0.1374,
9/11/2020,4:15,9/11/2020 4:15,,0.743,6.643,2.957,21.7,1373,1.373,0.1373,
9/11/2020,4:30,9/11/2020 4:30,,0.747,6.647,2.953,21.7,1373,1.373,0.1373,
9/11/2020,4:45,9/11/2020 4:45,,0.745,6.645,2.955,21.7,1373,1.373,0.1373,
9/11/2020,5:00,9/11/2020 5:00,,0.743,6.643,2.957,21.7,1373,1.373,0.1373,
9/11/2020,5:15,9/11/2020 5:15,,0.756,6.656,2.944,21.7,1374,1.374,0.1374,
9/11/2020,5:30,9/11/2020 5:30,,0.758,6.658,2.942,21.7,1374,1.374,0.1374,
9/11/2020,5:45,9/11/2020 5:45,,0.755,6.655,2.945,21.7,1374,1.374,0.1374,
9/11/2020,6:00,9/11/2020 6:00,,0.745,6.645,2.955,21.7,1373,1.373,0.1373,
9/11/2020,6:15,9/11/2020 6:15,,0.752,6.652,2.948,21.7,1374,1.374,0.1374,
9/11/2020,6:30,9/11/2020 6:30,,0.76,6.66,2.94,21.7,1374,1.374,0.1374,
9/11/2020,6:45,9/11/2020 6:45,,0.763,6.663,2.937,21.7,1374,1.374,0.1374,
9/11/2020,7:00,9/11/2020 7:00,,0.752,6.652,2.948,21.7,1375,1.375,0.1375,
9/11/2020,7:15,9/11/2020 7:15,,0.76,6.66,2.94,21.7,1374,1.374,0.1374,
9/11/2020,7:30,9/11/2020 7:30,,0.761,6.661,2.939,21.7,1374,1.374,0.1374,
9/11/2020,7:45,9/11/2020 7:45,,0.758,6.658,2.942,21.7,1374,1.374,0.1374,
9/11/2020,8:00,9/11/2020 8:00,,0.756,6.656,2.944,21.7,1374,1.374,0.1374,
9/11/2020,8:15,9/11/2020 8:15,,0.759,6.659,2.941,21.7,1374,1.374,0.1374,
9/11/2020,8:30,9/11/2020 8:30,,0.762,6.662,2.938,21.7,1375,1.375,0.1375,
9/11/2020,8:45,9/11/2020 8:45,,0.767,6.667,2.933,21.7,1375,1.375,0.1375,
9/11/2020,9:00,9/11/2020 9:00,,0.766,6.666,2.934,21.7,1375,1.375,0.1375,
9/11/2020,9:15,9/11/2020 9:15,,0.766,6.666,2.934,21.7,1375,1.375,0.1375,
9/11/2020,9:30,9/11/2020 9:30,,0.773,6.673,2.927,21.7,1375,1.375,0.1375,
9/11/2020,9:45,9/11/2020 9:45,,0.768,6.668,2.932,21.6,1375,1.375,0.1375,
9/11/2020,10:00,9/11/2020 10:00,,0.768,6.668,2.932,21.7,1375,1.375,0.1375,
9/11/2020,10:15,9/11/2020 10:15,,0.769,6.669,2.931,21.6,1375,1.375,0.1375,
9/11/2020,10:30,9/11/2020 10:30,,0.772,6.672,2.928,21.6,1375,1.375,0.1375,
9/11/2020,10:45,9/11/2020 10:45,,0.773,6.673,2.927,21.6,1375,1.375,0.1375,
9/11/2020,11:00,9/11/2020 11:00,,0.776,6.676,2.924,21.6,1375,1.375,0.1375,
9/11/2020,11:15,9/11/2020 11:15,,0.774,6.674,2.926,21.6,1375,1.375,0.1375,
9/11/2020,11:30,9/11/2020 11:30,,0.787,6.687,2.913,21.6,1375,1.375,0.1375,
9/11/2020,11:45,9/11/2020 11:45,,0.778,6.678,2.922,21.6,1376,1.376,0.1376,
9/11/2020,12:00,9/11/2020 12:00,,0.777,6.677,2.923,21.6,1375,1.375,0.1375,
9/11/2020,12:15,9/11/2020 12:15,,0.778,6.678,2.922,21.6,1375,1.375,0.1375,
9/11/2020,12:30,9/11/2020 12:30,,0.785,6.685,2.915,21.6,1375,1.375,0.1375,
9/11/2020,12:45,9/11/2020 12:45,,0.777,6.677,2.923,21.6,1376,1.376,0.1376,
9/11/2020,13:00,9/11/2020 13:00,,0.775,6.675,2.925,21.6,1375,1.375,0.1375,
9/11/2020,13:15,9/11/2020 13:15,,0.778,6.678,2.922,21.6,1375,1.375,0.1375,
9/11/2020,13:30,9/11/2020 13:30,,0.77,6.67,2.93,21.6,1376,1.376,0.1376,
9/11/2020,13:45,9/11/2020 13:45,,0.774,6.674,2.926,21.6,1376,1.376,0.1376,
9/11/2020,14:00,9/11/2020 14:00,,0.777,6.677,2.923,21.6,1376,1.376,0.1376,
9/11/2020,14:15,9/11/2020 14:15,,0.767,6.667,2.933,21.6,1377,1.377,0.1377,
9/11/2020,14:30,9/11/2020 14:30,,0.774,6.674,2.926,21.6,1377,1.377,0.1377,
9/11/2020,14:45,9/11/2020 14:45,,0.765,6.665,2.935,21.6,1377,1.377,0.1377,
9/11/2020,15:00,9/11/2020 15:00,,0.77,6.67,2.93,21.6,1377,1.377,0.1377,
9/11/2020,15:15,9/11/2020 15:15,,0.766,6.666,2.934,21.6,1377,1.377,0.1377,
9/11/2020,15:30,9/11/2020 15:30,,0.749,6.649,2.951,21.6,1377,1.377,0.1377,
9/11/2020,15:45,9/11/2020 15:45,,0.754,6.654,2.946,21.6,1377,1.377,0.1377,
9/11/2020,16:00,9/11/2020 16:00,,0.759,6.659,2.941,21.6,1377,1.377,0.1377,
9/11/2020,16:15,9/11/2020 16:15,,0.748,6.648,2.952,21.6,1377,1.377,0.1377,
9/11/2020,16:30,9/11/2020 16:30,,0.757,6.657,2.943,21.6,1377,1.377,0.1377,
9/11/2020,16:45,9/11/2020 16:45,,0.755,6.655,2.945,21.6,1376,1.376,0.1376,
9/11/2020,17:00,9/11/2020 17:00,,0.746,6.646,2.954,21.6,1377,1.377,0.1377,
9/11/2020,17:15,9/11/2020 17:15,,0.748,6.648,2.952,21.6,1376,1.376,0.1376,
9/11/2020,17:30,9/11/2020 17:30,,0.743,6.643,2.957,21.6,1376,1.376,0.1376,
9/11/2020,17:45,9/11/2020 17:45,,0.746,6.646,2.954,21.6,1376,1.376,0.1376,
9/11/2020,18:00,9/11/2020 18:00,,0.738,6.638,2.962,21.6,1375,1.375,0.1375,
9/11/2020,18:15,9/11/2020 18:15,,0.736,6.636,2.964,21.6,1376,1.376,0.1376,
9/11/2020,18:30,9/11/2020 18:30,,0.734,6.634,2.966,21.6,1376,1.376,0.1376,
9/11/2020,18:45,9/11/2020 18:45,,0.739,6.639,2.961,21.6,1376,1.376,0.1376,
9/11/2020,19:00,9/11/2020 19:00,,0.745,6.645,2.955,21.6,1375,1.375,0.1375,
9/11/2020,19:15,9/11/2020 19:15,,0.741,6.641,2.959,21.6,1376,1.376,0.1376,
9/11/2020,19:30,9/11/2020 19:30,,0.736,6.636,2.964,21.6,1375,1.375,0.1375,
9/11/2020,19:45,9/11/2020 19:45,,0.735,6.635,2.965,21.6,1376,1.376,0.1376,
9/11/2020,20:00,9/11/2020 20:00,,0.734,6.634,2.966,21.5,1376,1.376,0.1376,
9/11/2020,20:15,9/11/2020 20:15,,0.734,6.634,2.966,21.6,1376,1.376,0.1376,
9/11/2020,20:30,9/11/2020 20:30,,0.731,6.631,2.969,21.5,1376,1.376,0.1376,
9/11/2020,20:45,9/11/2020 20:45,,0.732,6.632,2.968,21.5,1376,1.376,0.1376,
9/11/2020,21:00,9/11/2020 21:00,,0.72,6.62,2.98,21.5,1375,1.375,0.1375,
9/11/2020,21:15,9/11/2020 21:15,,0.737,6.637,2.963,21.5,1376,1.376,0.1376,
9/11/2020,21:30,9/11/2020 21:30,,0.73,6.63,2.97,21.5,1376,1.376,0.1376,
9/11/2020,21:45,9/11/2020 21:45,,0.736,6.636,2.964,21.5,1376,1.376,0.1376,
9/11/2020,22:00,9/11/2020 22:00,,0.734,6.634,2.966,21.5,1375,1.375,0.1375,
9/11/2020,22:15,9/11/2020 22:15,,0.734,6.634,2.966,21.5,1375,1.375,0.1375,
9/11/2020,22:30,9/11/2020 22:30,,0.739,6.639,2.961,21.5,1375,1.375,0.1375,
9/11/2020,22:45,9/11/2020 22:45,,0.747,6.647,2.953,21.5,1375,1.375,0.1375,
9/11/2020,23:00,9/11/2020 23:00,,0.738,6.638,2.962,21.5,1375,1.375,0.1375,
9/11/2020,23:15,9/11/2020 23:15,,0.73,6.63,2.97,21.5,1375,1.375,0.1375,
9/11/2020,23:30,9/11/2020 23:30,,0.738,6.638,2.962,21.5,1375,1.375,0.1375,
9/11/2020,23:45,9/11/2020 23:45,,0.735,6.635,2.965,21.5,1375,1.375,0.1375,
9/12/2020,0:00,9/12/2020 0:00,,0.74,6.64,2.96,21.5,1375,1.375,0.1375,
9/12/2020,0:15,9/12/2020 0:15,,0.745,6.645,2.955,21.5,1374,1.374,0.1374,
9/12/2020,0:30,9/12/2020 0:30,,0.75,6.65,2.95,21.5,1375,1.375,0.1375,
9/12/2020,0:45,9/12/2020 0:45,,0.745,6.645,2.955,21.5,1374,1.374,0.1374,
9/12/2020,1:00,9/12/2020 1:00,,0.746,6.646,2.954,21.5,1375,1.375,0.1375,
9/12/2020,1:15,9/12/2020 1:15,,0.735,6.635,2.965,21.5,1375,1.375,0.1375,
9/12/2020,1:30,9/12/2020 1:30,,0.745,6.645,2.955,21.5,1374,1.374,0.1374,
9/12/2020,1:45,9/12/2020 1:45,,0.744,6.644,2.956,21.5,1374,1.374,0.1374,
9/12/2020,2:00,9/12/2020 2:00,,0.748,6.648,2.952,21.5,1374,1.374,0.1374,
9/12/2020,2:15,9/12/2020 2:15,,0.749,6.649,2.951,21.5,1373,1.373,0.1373,
9/12/2020,2:30,9/12/2020 2:30,,0.746,6.646,2.954,21.5,1373,1.373,0.1373,
9/12/2020,2:45,9/12/2020 2:45,,0.758,6.658,2.942,21.5,1374,1.374,0.1374,
9/12/2020,3:00,9/12/2020 3:00,,0.746,6.646,2.954,21.5,1375,1.375,0.1375,
9/12/2020,3:15,9/12/2020 3:15,,0.769,6.669,2.931,21.5,1374,1.374,0.1374,
9/12/2020,3:30,9/12/2020 3:30,,0.752,6.652,2.948,21.5,1374,1.374,0.1374,
9/12/2020,3:45,9/12/2020 3:45,,0.756,6.656,2.944,21.5,1374,1.374,0.1374,
9/12/2020,4:00,9/12/2020 4:00,,0.761,6.661,2.939,21.5,1373,1.373,0.1373,
9/12/2020,4:15,9/12/2020 4:15,,0.756,6.656,2.944,21.5,1373,1.373,0.1373,
9/12/2020,4:30,9/12/2020 4:30,,0.761,6.661,2.939,21.5,1372,1.372,0.1372,
9/12/2020,4:45,9/12/2020 4:45,,0.77,6.67,2.93,21.5,1372,1.372,0.1372,
9/12/2020,5:00,9/12/2020 5:00,,0.766,6.666,2.934,21.5,1373,1.373,0.1373,
9/12/2020,5:15,9/12/2020 5:15,,0.768,6.668,2.932,21.4,1373,1.373,0.1373,
9/12/2020,5:30,9/12/2020 5:30,,0.768,6.668,2.932,21.4,1373,1.373,0.1373,
9/12/2020,5:45,9/12/2020 5:45,,0.759,6.659,2.941,21.4,1374,1.374,0.1374,
9/12/2020,6:00,9/12/2020 6:00,,0.764,6.664,2.936,21.4,1374,1.374,0.1374,
9/12/2020,6:15,9/12/2020 6:15,,0.767,6.667,2.933,21.4,1375,1.375,0.1375,
9/12/2020,6:30,9/12/2020 6:30,,0.77,6.67,2.93,21.4,1374,1.374,0.1374,
